From_NL,From_UTC,E_Volume_kWh,Tenant,E_Volume_MWh,Abs_E_Volume_kWh,Abs_E_Volume_MWh
24/12/2023 16:15,24/12/2023 15:15,48457,0,48.457,48457,48.457
24/12/2023 16:30,24/12/2023 15:30,48422,0,48.422,48422,48.422
24/12/2023 16:30,24/12/2023 15:30,1678,1,1.678,1678,1.678
24/12/2023 16:45,24/12/2023 15:45,48351,0,48.351,48351,48.351
24/12/2023 16:45,24/12/2023 15:45,1749,1,1.749,1749,1.749
24/12/2023 17:00,24/12/2023 16:00,49189,0,49.189,49189,49.189
24/12/2023 17:00,24/12/2023 16:00,1786,1,1.786,1786,1.786
24/12/2023 17:15,24/12/2023 16:15,49127,0,49.127,49127,49.127
24/12/2023 17:15,24/12/2023 16:15,1848,1,1.848,1848,1.848
24/12/2023 17:30,24/12/2023 16:30,1892,1,1.892,1892,1.892
24/12/2023 17:30,24/12/2023 16:30,49083,0,49.083,49083,49.083
24/12/2023 17:45,24/12/2023 16:45,49082,0,49.082,49082,49.082
24/12/2023 17:45,24/12/2023 16:45,1893,1,1.893,1893,1.893
24/12/2023 18:00,24/12/2023 17:00,1889,1,1.889,1889,1.889
24/12/2023 18:00,24/12/2023 17:00,48511,0,48.511,48511,48.511
24/12/2023 18:15,24/12/2023 17:15,48521,0,48.521,48521,48.521
24/12/2023 18:15,24/12/2023 17:15,1879,1,1.879,1879,1.879
24/12/2023 18:30,24/12/2023 17:30,48557,0,48.557,48557,48.557
24/12/2023 18:30,24/12/2023 17:30,1843,1,1.843,1843,1.843
24/12/2023 18:45,24/12/2023 17:45,48595,0,48.595,48595,48.595
24/12/2023 18:45,24/12/2023 17:45,1805,1,1.805,1805,1.805
24/12/2023 19:00,24/12/2023 18:00,47018,0,47.018,47018,47.018
24/12/2023 19:00,24/12/2023 18:00,1757,1,1.757,1757,1.757
24/12/2023 19:15,24/12/2023 18:15,1731,1,1.731,1731,1.731
24/12/2023 19:15,24/12/2023 18:15,47044,0,47.044,47044,47.044
24/12/2023 19:30,24/12/2023 18:30,47074,0,47.074,47074,47.074
24/12/2023 19:30,24/12/2023 18:30,1701,1,1.701,1701,1.701
24/12/2023 19:45,24/12/2023 18:45,1676,1,1.676,1676,1.676
24/12/2023 19:45,24/12/2023 18:45,47099,0,47.099,47099,47.099
24/12/2023 20:00,24/12/2023 19:00,44357,0,44.357,44357,44.357
24/12/2023 20:00,24/12/2023 19:00,1643,1,1.643,1643,1.643
24/12/2023 20:15,24/12/2023 19:15,44399,0,44.399,44399,44.399
24/12/2023 20:15,24/12/2023 19:15,1601,1,1.601,1601,1.601
24/12/2023 20:30,24/12/2023 19:30,44429,0,44.429,44429,44.429
24/12/2023 20:30,24/12/2023 19:30,1571,1,1.571,1571,1.571
24/12/2023 20:45,24/12/2023 19:45,44481,0,44.481,44481,44.481
24/12/2023 20:45,24/12/2023 19:45,1519,1,1.519,1519,1.519
24/12/2023 21:00,24/12/2023 20:00,1493,1,1.493,1493,1.493
24/12/2023 21:00,24/12/2023 20:00,41407,0,41.407,41407,41.407
24/12/2023 21:15,24/12/2023 20:15,41448,0,41.448,41448,41.448
24/12/2023 21:15,24/12/2023 20:15,1452,1,1.452,1452,1.452
24/12/2023 21:30,24/12/2023 20:30,41474,0,41.474,41474,41.474
24/12/2023 21:30,24/12/2023 20:30,1426,1,1.426,1426,1.426
24/12/2023 21:45,24/12/2023 20:45,1403,1,1.403,1403,1.403
24/12/2023 21:45,24/12/2023 20:45,41497,0,41.497,41497,41.497
24/12/2023 22:00,24/12/2023 21:00,1379,1,1.379,1379,1.379
24/12/2023 22:00,24/12/2023 21:00,38321,0,38.321,38321,38.321
24/12/2023 22:15,24/12/2023 21:15,1342,1,1.342,1342,1.342
24/12/2023 22:15,24/12/2023 21:15,38358,0,38.358,38358,38.358
24/12/2023 22:30,24/12/2023 21:30,1314,1,1.314,1314,1.314
24/12/2023 22:30,24/12/2023 21:30,38386,0,38.386,38386,38.386
24/12/2023 22:45,24/12/2023 21:45,38410,0,38.41,38410,38.41
24/12/2023 22:45,24/12/2023 21:45,1290,1,1.29,1290,1.29
24/12/2023 23:00,24/12/2023 22:00,1276,1,1.276,1276,1.276
24/12/2023 23:00,24/12/2023 22:00,35549,0,35.549,35549,35.549
24/12/2023 23:15,24/12/2023 22:15,35569,0,35.569,35569,35.569
24/12/2023 23:15,24/12/2023 22:15,1256,1,1.256,1256,1.256
24/12/2023 23:30,24/12/2023 22:30,1232,1,1.232,1232,1.232
24/12/2023 23:30,24/12/2023 22:30,35593,0,35.593,35593,35.593
24/12/2023 23:45,24/12/2023 22:45,1199,1,1.199,1199,1.199
24/12/2023 23:45,24/12/2023 22:45,35626,0,35.626,35626,35.626
25/12/2023 00:00,24/12/2023 23:00,844,1,0.844,844,0.844
25/12/2023 00:00,24/12/2023 23:00,30231,0,30.231,30231,30.231
25/12/2023 00:15,24/12/2023 23:15,30260,0,30.26,30260,30.26
25/12/2023 00:15,24/12/2023 23:15,815,1,0.815,815,0.815
25/12/2023 00:30,24/12/2023 23:30,30283,0,30.283,30283,30.283
25/12/2023 00:30,24/12/2023 23:30,792,1,0.792,792,0.792
25/12/2023 00:45,24/12/2023 23:45,771,1,0.771,771,0.771
25/12/2023 00:45,24/12/2023 23:45,30304,0,30.304,30304,30.304
25/12/2023 01:00,25/12/2023 00:00,827,1,0.827,827,0.827
25/12/2023 01:00,25/12/2023 00:00,29123,0,29.123,29123,29.123
25/12/2023 01:15,25/12/2023 00:15,29146,0,29.146,29146,29.146
25/12/2023 01:15,25/12/2023 00:15,804,1,0.804,804,0.804
25/12/2023 01:30,25/12/2023 00:30,800,1,0.8,800,0.8
25/12/2023 01:30,25/12/2023 00:30,29150,0,29.15,29150,29.15
25/12/2023 01:45,25/12/2023 00:45,29161,0,29.161,29161,29.161
25/12/2023 01:45,25/12/2023 00:45,789,1,0.789,789,0.789
25/12/2023 02:00,25/12/2023 01:00,862,1,0.862,862,0.862
25/12/2023 02:00,25/12/2023 01:00,28463,0,28.463,28463,28.463
25/12/2023 02:15,25/12/2023 01:15,851,1,0.851,851,0.851
25/12/2023 02:15,25/12/2023 01:15,28474,0,28.474,28474,28.474
25/12/2023 02:30,25/12/2023 01:30,842,1,0.842,842,0.842
25/12/2023 02:30,25/12/2023 01:30,28483,0,28.483,28483,28.483
25/12/2023 02:45,25/12/2023 01:45,810,1,0.81,810,0.81
25/12/2023 02:45,25/12/2023 01:45,28515,0,28.515,28515,28.515
25/12/2023 03:00,25/12/2023 02:00,28047,0,28.047,28047,28.047
25/12/2023 03:00,25/12/2023 02:00,878,1,0.878,878,0.878
25/12/2023 03:15,25/12/2023 02:15,870,1,0.87,870,0.87
25/12/2023 03:15,25/12/2023 02:15,28055,0,28.055,28055,28.055
25/12/2023 03:30,25/12/2023 02:30,28081,0,28.081,28081,28.081
25/12/2023 03:30,25/12/2023 02:30,844,1,0.844,844,0.844
25/12/2023 03:45,25/12/2023 02:45,811,1,0.811,811,0.811
25/12/2023 03:45,25/12/2023 02:45,28114,0,28.114,28114,28.114
25/12/2023 04:00,25/12/2023 03:00,782,1,0.782,782,0.782
25/12/2023 04:00,25/12/2023 03:00,28268,0,28.268,28268,28.268
25/12/2023 04:15,25/12/2023 03:15,745,1,0.745,745,0.745
25/12/2023 04:15,25/12/2023 03:15,28305,0,28.305,28305,28.305
25/12/2023 04:30,25/12/2023 03:30,710,1,0.71,710,0.71
25/12/2023 04:30,25/12/2023 03:30,28340,0,28.34,28340,28.34
25/12/2023 04:45,25/12/2023 03:45,28398,0,28.398,28398,28.398
25/12/2023 04:45,25/12/2023 03:45,652,1,0.652,652,0.652
25/12/2023 05:00,25/12/2023 04:00,607,1,0.607,607,0.607
25/12/2023 05:00,25/12/2023 04:00,29643,0,29.643,29643,29.643
25/12/2023 05:15,25/12/2023 04:15,29672,0,29.672,29672,29.672
25/12/2023 05:15,25/12/2023 04:15,578,1,0.578,578,0.578
25/12/2023 05:30,25/12/2023 04:30,553,1,0.553,553,0.553
25/12/2023 05:30,25/12/2023 04:30,29697,0,29.697,29697,29.697
25/12/2023 05:45,25/12/2023 04:45,535,1,0.535,535,0.535
25/12/2023 05:45,25/12/2023 04:45,29715,0,29.715,29715,29.715
25/12/2023 06:00,25/12/2023 05:00,517,1,0.517,517,0.517
25/12/2023 06:00,25/12/2023 05:00,32283,0,32.283,32283,32.283
25/12/2023 06:15,25/12/2023 05:15,497,1,0.497,497,0.497
25/12/2023 06:15,25/12/2023 05:15,32303,0,32.303,32303,32.303
25/12/2023 06:30,25/12/2023 05:30,32296,0,32.296,32296,32.296
25/12/2023 06:30,25/12/2023 05:30,504,1,0.504,504,0.504
25/12/2023 06:45,25/12/2023 05:45,498,1,0.498,498,0.498
25/12/2023 06:45,25/12/2023 05:45,32302,0,32.302,32302,32.302
25/12/2023 07:00,25/12/2023 06:00,35203,0,35.203,35203,35.203
25/12/2023 07:00,25/12/2023 06:00,497,1,0.497,497,0.497
25/12/2023 07:15,25/12/2023 06:15,519,1,0.519,519,0.519
25/12/2023 07:15,25/12/2023 06:15,35181,0,35.181,35181,35.181
25/12/2023 07:30,25/12/2023 06:30,557,1,0.557,557,0.557
25/12/2023 07:30,25/12/2023 06:30,35143,0,35.143,35143,35.143
25/12/2023 07:45,25/12/2023 06:45,589,1,0.589,589,0.589
25/12/2023 07:45,25/12/2023 06:45,35111,0,35.111,35111,35.111
25/12/2023 08:00,25/12/2023 07:00,624,1,0.624,624,0.624
25/12/2023 08:00,25/12/2023 07:00,37251,0,37.251,37251,37.251
25/12/2023 08:15,25/12/2023 07:15,37200,0,37.2,37200,37.2
25/12/2023 08:15,25/12/2023 07:15,675,1,0.675,675,0.675
25/12/2023 08:30,25/12/2023 07:30,37121,0,37.121,37121,37.121
25/12/2023 08:30,25/12/2023 07:30,754,1,0.754,754,0.754
25/12/2023 08:45,25/12/2023 07:45,814,1,0.814,814,0.814
25/12/2023 08:45,25/12/2023 07:45,37061,0,37.061,37061,37.061
25/12/2023 09:00,25/12/2023 08:00,36333,0,36.333,36333,36.333
25/12/2023 09:00,25/12/2023 08:00,892,1,0.892,892,0.892
25/12/2023 09:15,25/12/2023 08:15,36297,0,36.297,36297,36.297
25/12/2023 09:15,25/12/2023 08:15,928,1,0.928,928,0.928
25/12/2023 09:30,25/12/2023 08:30,958,1,0.958,958,0.958
25/12/2023 09:30,25/12/2023 08:30,36267,0,36.267,36267,36.267
25/12/2023 09:45,25/12/2023 08:45,969,1,0.969,969,0.969
25/12/2023 09:45,25/12/2023 08:45,36256,0,36.256,36256,36.256
25/12/2023 10:00,25/12/2023 09:00,32021,0,32.021,32021,32.021
25/12/2023 10:00,25/12/2023 09:00,979,1,0.979,979,0.979
25/12/2023 10:15,25/12/2023 09:15,937,1,0.937,937,0.937
25/12/2023 10:15,25/12/2023 09:15,32063,0,32.063,32063,32.063
25/12/2023 10:30,25/12/2023 09:30,32098,0,32.098,32098,32.098
25/12/2023 10:30,25/12/2023 09:30,902,1,0.902,902,0.902
25/12/2023 10:45,25/12/2023 09:45,853,1,0.853,853,0.853
25/12/2023 10:45,25/12/2023 09:45,32147,0,32.147,32147,32.147
25/12/2023 11:00,25/12/2023 10:00,861,1,0.861,861,0.861
25/12/2023 11:00,25/12/2023 10:00,29589,0,29.589,29589,29.589
25/12/2023 11:15,25/12/2023 10:15,847,1,0.847,847,0.847
25/12/2023 11:15,25/12/2023 10:15,29603,0,29.603,29603,29.603
25/12/2023 11:30,25/12/2023 10:30,822,1,0.822,822,0.822
25/12/2023 11:30,25/12/2023 10:30,29628,0,29.628,29628,29.628
25/12/2023 11:45,25/12/2023 10:45,29617,0,29.617,29617,29.617
25/12/2023 11:45,25/12/2023 10:45,833,1,0.833,833,0.833
25/12/2023 12:00,25/12/2023 11:00,808,1,0.808,808,0.808
25/12/2023 12:00,25/12/2023 11:00,31217,0,31.217,31217,31.217
25/12/2023 12:15,25/12/2023 11:15,31227,0,31.227,31227,31.227
25/12/2023 12:15,25/12/2023 11:15,798,1,0.798,798,0.798
25/12/2023 12:30,25/12/2023 11:30,835,1,0.835,835,0.835
25/12/2023 12:30,25/12/2023 11:30,31190,0,31.19,31190,31.19
25/12/2023 12:45,25/12/2023 11:45,876,1,0.876,876,0.876
25/12/2023 12:45,25/12/2023 11:45,31149,0,31.149,31149,31.149
25/12/2023 13:00,25/12/2023 12:00,966,1,0.966,966,0.966
25/12/2023 13:00,25/12/2023 12:00,36409,0,36.409,36409,36.409
25/12/2023 13:15,25/12/2023 12:15,36371,0,36.371,36371,36.371
25/12/2023 13:15,25/12/2023 12:15,1004,1,1.004,1004,1.004
25/12/2023 13:30,25/12/2023 12:30,36364,0,36.364,36364,36.364
25/12/2023 13:30,25/12/2023 12:30,1011,1,1.011,1011,1.011
25/12/2023 13:45,25/12/2023 12:45,1030,1,1.03,1030,1.03
25/12/2023 13:45,25/12/2023 12:45,36345,0,36.345,36345,36.345
25/12/2023 14:00,25/12/2023 13:00,41073,0,41.073,41073,41.073
25/12/2023 14:00,25/12/2023 13:00,1027,1,1.027,1027,1.027
25/12/2023 14:15,25/12/2023 13:15,1035,1,1.035,1035,1.035
25/12/2023 14:15,25/12/2023 13:15,41065,0,41.065,41065,41.065
25/12/2023 14:30,25/12/2023 13:30,1060,1,1.06,1060,1.06
25/12/2023 14:30,25/12/2023 13:30,41040,0,41.04,41040,41.04
25/12/2023 14:45,25/12/2023 13:45,1060,1,1.06,1060,1.06
25/12/2023 14:45,25/12/2023 13:45,41040,0,41.04,41040,41.04
25/12/2023 15:00,25/12/2023 14:00,43794,0,43.794,43794,43.794
25/12/2023 15:00,25/12/2023 14:00,1081,1,1.081,1081,1.081
25/12/2023 15:15,25/12/2023 14:15,43764,0,43.764,43764,43.764
25/12/2023 15:15,25/12/2023 14:15,1111,1,1.111,1111,1.111
25/12/2023 15:30,25/12/2023 14:30,1122,1,1.122,1122,1.122
25/12/2023 15:30,25/12/2023 14:30,43753,0,43.753,43753,43.753
25/12/2023 15:45,25/12/2023 14:45,43742,0,43.742,43742,43.742
25/12/2023 15:45,25/12/2023 14:45,1133,1,1.133,1133,1.133
25/12/2023 16:00,25/12/2023 15:00,1170,1,1.17,1170,1.17
25/12/2023 16:00,25/12/2023 15:00,45955,0,45.955,45955,45.955
25/12/2023 16:15,25/12/2023 15:15,1214,1,1.214,1214,1.214
25/12/2023 16:15,25/12/2023 15:15,45911,0,45.911,45911,45.911
25/12/2023 16:30,25/12/2023 15:30,1272,1,1.272,1272,1.272
25/12/2023 16:30,25/12/2023 15:30,45853,0,45.853,45853,45.853
25/12/2023 16:45,25/12/2023 15:45,45804,0,45.804,45804,45.804
25/12/2023 16:45,25/12/2023 15:45,1321,1,1.321,1321,1.321
25/12/2023 17:00,25/12/2023 16:00,45849,0,45.849,45849,45.849
25/12/2023 17:00,25/12/2023 16:00,1401,1,1.401,1401,1.401
25/12/2023 17:15,25/12/2023 16:15,1516,1,1.516,1516,1.516
25/12/2023 17:15,25/12/2023 16:15,45734,0,45.734,45734,45.734
25/12/2023 17:30,25/12/2023 16:30,45692,0,45.692,45692,45.692
25/12/2023 17:30,25/12/2023 16:30,1558,1,1.558,1558,1.558
25/12/2023 17:45,25/12/2023 16:45,1582,1,1.582,1582,1.582
25/12/2023 17:45,25/12/2023 16:45,45668,0,45.668,45668,45.668
25/12/2023 18:00,25/12/2023 17:00,1567,1,1.567,1567,1.567
25/12/2023 18:00,25/12/2023 17:00,44583,0,44.583,44583,44.583
25/12/2023 18:15,25/12/2023 17:15,1545,1,1.545,1545,1.545
25/12/2023 18:15,25/12/2023 17:15,44605,0,44.605,44605,44.605
25/12/2023 18:30,25/12/2023 17:30,44653,0,44.653,44653,44.653
25/12/2023 18:30,25/12/2023 17:30,1497,1,1.497,1497,1.497
25/12/2023 18:45,25/12/2023 17:45,44689,0,44.689,44689,44.689
25/12/2023 18:45,25/12/2023 17:45,1461,1,1.461,1461,1.461
25/12/2023 19:00,25/12/2023 18:00,1431,1,1.431,1431,1.431
25/12/2023 19:00,25/12/2023 18:00,42894,0,42.894,42894,42.894
25/12/2023 19:15,25/12/2023 18:15,42902,0,42.902,42902,42.902
25/12/2023 19:15,25/12/2023 18:15,1423,1,1.423,1423,1.423
25/12/2023 19:30,25/12/2023 18:30,1401,1,1.401,1401,1.401
25/12/2023 19:30,25/12/2023 18:30,42924,0,42.924,42924,42.924
25/12/2023 19:45,25/12/2023 18:45,1390,1,1.39,1390,1.39
25/12/2023 19:45,25/12/2023 18:45,42935,0,42.935,42935,42.935
25/12/2023 20:00,25/12/2023 19:00,1351,1,1.351,1351,1.351
25/12/2023 20:00,25/12/2023 19:00,40224,0,40.224,40224,40.224
25/12/2023 20:15,25/12/2023 19:15,40247,0,40.247,40247,40.247
25/12/2023 20:15,25/12/2023 19:15,1328,1,1.328,1328,1.328
25/12/2023 20:30,25/12/2023 19:30,40290,0,40.29,40290,40.29
25/12/2023 20:30,25/12/2023 19:30,1285,1,1.285,1285,1.285
25/12/2023 20:45,25/12/2023 19:45,1256,1,1.256,1256,1.256
25/12/2023 20:45,25/12/2023 19:45,40319,0,40.319,40319,40.319
25/12/2023 21:00,25/12/2023 20:00,37074,0,37.074,37074,37.074
25/12/2023 21:00,25/12/2023 20:00,1226,1,1.226,1226,1.226
25/12/2023 21:15,25/12/2023 20:15,1209,1,1.209,1209,1.209
25/12/2023 21:15,25/12/2023 20:15,37091,0,37.091,37091,37.091
25/12/2023 21:30,25/12/2023 20:30,37152,0,37.152,37152,37.152
25/12/2023 21:30,25/12/2023 20:30,1148,1,1.148,1148,1.148
25/12/2023 21:45,25/12/2023 20:45,37184,0,37.184,37184,37.184
25/12/2023 21:45,25/12/2023 20:45,1116,1,1.116,1116,1.116
25/12/2023 22:00,25/12/2023 21:00,1051,1,1.051,1051,1.051
25/12/2023 22:00,25/12/2023 21:00,34249,0,34.249,34249,34.249
25/12/2023 22:15,25/12/2023 21:15,1007,1,1.007,1007,1.007
25/12/2023 22:15,25/12/2023 21:15,34293,0,34.293,34293,34.293
25/12/2023 22:30,25/12/2023 21:30,34335,0,34.335,34335,34.335
25/12/2023 22:30,25/12/2023 21:30,965,1,0.965,965,0.965
25/12/2023 22:45,25/12/2023 21:45,908,1,0.908,908,0.908
25/12/2023 22:45,25/12/2023 21:45,34392,0,34.392,34392,34.392
25/12/2023 23:00,25/12/2023 22:00,31892,0,31.892,31892,31.892
25/12/2023 23:00,25/12/2023 22:00,883,1,0.883,883,0.883
25/12/2023 23:15,25/12/2023 22:15,31940,0,31.94,31940,31.94
25/12/2023 23:15,25/12/2023 22:15,835,1,0.835,835,0.835
25/12/2023 23:30,25/12/2023 22:30,32006,0,32.006,32006,32.006
25/12/2023 23:30,25/12/2023 22:30,769,1,0.769,769,0.769
25/12/2023 23:45,25/12/2023 22:45,720,1,0.72,720,0.72
25/12/2023 23:45,25/12/2023 22:45,32055,0,32.055,32055,32.055
26/12/2023 00:00,25/12/2023 23:00,1080,1,1.08,1080,1.08
26/12/2023 00:00,25/12/2023 23:00,33145,0,33.145,33145,33.145
26/12/2023 00:15,25/12/2023 23:15,33177,0,33.177,33177,33.177
26/12/2023 00:15,25/12/2023 23:15,1048,1,1.048,1048,1.048
26/12/2023 00:30,25/12/2023 23:30,33208,0,33.208,33208,33.208
26/12/2023 00:30,25/12/2023 23:30,1017,1,1.017,1017,1.017
26/12/2023 00:45,25/12/2023 23:45,33230,0,33.23,33230,33.23
26/12/2023 00:45,25/12/2023 23:45,995,1,0.995,995,0.995
26/12/2023 01:00,26/12/2023 00:00,31281,0,31.281,31281,31.281
26/12/2023 01:00,26/12/2023 00:00,994,1,0.994,994,0.994
26/12/2023 01:15,26/12/2023 00:15,993,1,0.993,993,0.993
26/12/2023 01:15,26/12/2023 00:15,31282,0,31.282,31282,31.282
26/12/2023 01:30,26/12/2023 00:30,31313,0,31.313,31313,31.313
26/12/2023 01:30,26/12/2023 00:30,962,1,0.962,962,0.962
26/12/2023 01:45,26/12/2023 00:45,31324,0,31.324,31324,31.324
26/12/2023 01:45,26/12/2023 00:45,951,1,0.951,951,0.951
26/12/2023 02:00,26/12/2023 01:00,30470,0,30.47,30470,30.47
26/12/2023 02:00,26/12/2023 01:00,930,1,0.93,930,0.93
26/12/2023 02:15,26/12/2023 01:15,939,1,0.939,939,0.939
26/12/2023 02:15,26/12/2023 01:15,30461,0,30.461,30461,30.461
26/12/2023 02:30,26/12/2023 01:30,939,1,0.939,939,0.939
26/12/2023 02:30,26/12/2023 01:30,30461,0,30.461,30461,30.461
26/12/2023 02:45,26/12/2023 01:45,30422,0,30.422,30422,30.422
26/12/2023 02:45,26/12/2023 01:45,978,1,0.978,978,0.978
26/12/2023 03:00,26/12/2023 02:00,1038,1,1.038,1038,1.038
26/12/2023 03:00,26/12/2023 02:00,30637,0,30.637,30637,30.637
26/12/2023 03:15,26/12/2023 02:15,30608,0,30.608,30608,30.608
26/12/2023 03:15,26/12/2023 02:15,1067,1,1.067,1067,1.067
26/12/2023 03:30,26/12/2023 02:30,30638,0,30.638,30638,30.638
26/12/2023 03:30,26/12/2023 02:30,1037,1,1.037,1037,1.037
26/12/2023 03:45,26/12/2023 02:45,30639,0,30.639,30639,30.639
26/12/2023 03:45,26/12/2023 02:45,1036,1,1.036,1036,1.036
26/12/2023 04:00,26/12/2023 03:00,1016,1,1.016,1016,1.016
26/12/2023 04:00,26/12/2023 03:00,30684,0,30.684,30684,30.684
26/12/2023 04:15,26/12/2023 03:15,1006,1,1.006,1006,1.006
26/12/2023 04:15,26/12/2023 03:15,30694,0,30.694,30694,30.694
26/12/2023 04:30,26/12/2023 03:30,30735,0,30.735,30735,30.735
26/12/2023 04:30,26/12/2023 03:30,965,1,0.965,965,0.965
26/12/2023 04:45,26/12/2023 03:45,935,1,0.935,935,0.935
26/12/2023 04:45,26/12/2023 03:45,30765,0,30.765,30765,30.765
26/12/2023 05:00,26/12/2023 04:00,31305,0,31.305,31305,31.305
26/12/2023 05:00,26/12/2023 04:00,895,1,0.895,895,0.895
26/12/2023 05:15,26/12/2023 04:15,31334,0,31.334,31334,31.334
26/12/2023 05:15,26/12/2023 04:15,866,1,0.866,866,0.866
26/12/2023 05:30,26/12/2023 04:30,31374,0,31.374,31374,31.374
26/12/2023 05:30,26/12/2023 04:30,826,1,0.826,826,0.826
26/12/2023 05:45,26/12/2023 04:45,795,1,0.795,795,0.795
26/12/2023 05:45,26/12/2023 04:45,31405,0,31.405,31405,31.405
26/12/2023 06:00,26/12/2023 05:00,776,1,0.776,776,0.776
26/12/2023 06:00,26/12/2023 05:00,33449,0,33.449,33449,33.449
26/12/2023 06:15,26/12/2023 05:15,33448,0,33.448,33448,33.448
26/12/2023 06:15,26/12/2023 05:15,777,1,0.777,777,0.777
26/12/2023 06:30,26/12/2023 05:30,777,1,0.777,777,0.777
26/12/2023 06:30,26/12/2023 05:30,33448,0,33.448,33448,33.448
26/12/2023 06:45,26/12/2023 05:45,33447,0,33.447,33447,33.447
26/12/2023 06:45,26/12/2023 05:45,778,1,0.778,778,0.778
26/12/2023 07:00,26/12/2023 06:00,36171,0,36.171,36171,36.171
26/12/2023 07:00,26/12/2023 06:00,779,1,0.779,779,0.779
26/12/2023 07:15,26/12/2023 06:15,36159,0,36.159,36159,36.159
26/12/2023 07:15,26/12/2023 06:15,791,1,0.791,791,0.791
26/12/2023 07:30,26/12/2023 06:30,813,1,0.813,813,0.813
26/12/2023 07:30,26/12/2023 06:30,36137,0,36.137,36137,36.137
26/12/2023 07:45,26/12/2023 06:45,834,1,0.834,834,0.834
26/12/2023 07:45,26/12/2023 06:45,36116,0,36.116,36116,36.116
26/12/2023 08:00,26/12/2023 07:00,38988,0,38.988,38988,38.988
26/12/2023 08:00,26/12/2023 07:00,887,1,0.887,887,0.887
26/12/2023 08:15,26/12/2023 07:15,949,1,0.949,949,0.949
26/12/2023 08:15,26/12/2023 07:15,38926,0,38.926,38926,38.926
26/12/2023 08:30,26/12/2023 07:30,992,1,0.992,992,0.992
26/12/2023 08:30,26/12/2023 07:30,38883,0,38.883,38883,38.883
26/12/2023 08:45,26/12/2023 07:45,1064,1,1.064,1064,1.064
26/12/2023 08:45,26/12/2023 07:45,38811,0,38.811,38811,38.811
26/12/2023 09:00,26/12/2023 08:00,1127,1,1.127,1127,1.127
26/12/2023 09:00,26/12/2023 08:00,38098,0,38.098,38098,38.098
26/12/2023 09:15,26/12/2023 08:15,38056,0,38.056,38056,38.056
26/12/2023 09:15,26/12/2023 08:15,1169,1,1.169,1169,1.169
26/12/2023 09:30,26/12/2023 08:30,1231,1,1.231,1231,1.231
26/12/2023 09:30,26/12/2023 08:30,37994,0,37.994,37994,37.994
26/12/2023 09:45,26/12/2023 08:45,37953,0,37.953,37953,37.953
26/12/2023 09:45,26/12/2023 08:45,1272,1,1.272,1272,1.272
26/12/2023 10:00,26/12/2023 09:00,1273,1,1.273,1273,1.273
26/12/2023 10:00,26/12/2023 09:00,30327,0,30.327,30327,30.327
26/12/2023 10:15,26/12/2023 09:15,30336,0,30.336,30336,30.336
26/12/2023 10:15,26/12/2023 09:15,1264,1,1.264,1264,1.264
26/12/2023 10:30,26/12/2023 09:30,30367,0,30.367,30367,30.367
26/12/2023 10:30,26/12/2023 09:30,1233,1,1.233,1233,1.233
26/12/2023 10:45,26/12/2023 09:45,30396,0,30.396,30396,30.396
26/12/2023 10:45,26/12/2023 09:45,1204,1,1.204,1204,1.204
26/12/2023 11:00,26/12/2023 10:00,1184,1,1.184,1184,1.184
26/12/2023 11:00,26/12/2023 10:00,22291,0,22.291,22291,22.291
26/12/2023 11:15,26/12/2023 10:15,1153,1,1.153,1153,1.153
26/12/2023 11:15,26/12/2023 10:15,22322,0,22.322,22322,22.322
26/12/2023 11:30,26/12/2023 10:30,22343,0,22.343,22343,22.343
26/12/2023 11:30,26/12/2023 10:30,1132,1,1.132,1132,1.132
26/12/2023 11:45,26/12/2023 10:45,1109,1,1.109,1109,1.109
26/12/2023 11:45,26/12/2023 10:45,22366,0,22.366,22366,22.366
26/12/2023 12:00,26/12/2023 11:00,17737,0,17.737,17737,17.737
26/12/2023 12:00,26/12/2023 11:00,1088,1,1.088,1088,1.088
26/12/2023 12:15,26/12/2023 11:15,17771,0,17.771,17771,17.771
26/12/2023 12:15,26/12/2023 11:15,1054,1,1.054,1054,1.054
26/12/2023 12:30,26/12/2023 11:30,17774,0,17.774,17774,17.774
26/12/2023 12:30,26/12/2023 11:30,1051,1,1.051,1051,1.051
26/12/2023 12:45,26/12/2023 11:45,1038,1,1.038,1038,1.038
26/12/2023 12:45,26/12/2023 11:45,17787,0,17.787,17787,17.787
26/12/2023 13:00,26/12/2023 12:00,1056,1,1.056,1056,1.056
26/12/2023 13:00,26/12/2023 12:00,20744,0,20.744,20744,20.744
26/12/2023 13:15,26/12/2023 12:15,20736,0,20.736,20736,20.736
26/12/2023 13:15,26/12/2023 12:15,1064,1,1.064,1064,1.064
26/12/2023 13:30,26/12/2023 12:30,1074,1,1.074,1074,1.074
26/12/2023 13:30,26/12/2023 12:30,20726,0,20.726,20726,20.726
26/12/2023 13:45,26/12/2023 12:45,20697,0,20.697,20697,20.697
26/12/2023 13:45,26/12/2023 12:45,1103,1,1.103,1103,1.103
26/12/2023 14:00,26/12/2023 13:00,28452,0,28.452,28452,28.452
26/12/2023 14:00,26/12/2023 13:00,1123,1,1.123,1123,1.123
26/12/2023 14:15,26/12/2023 13:15,28401,0,28.401,28401,28.401
26/12/2023 14:15,26/12/2023 13:15,1174,1,1.174,1174,1.174
26/12/2023 14:30,26/12/2023 13:30,1206,1,1.206,1206,1.206
26/12/2023 14:30,26/12/2023 13:30,28369,0,28.369,28369,28.369
